DATE,STATION,SO2,NOX,NO2,CO,RSP,O3,FSP
16-03-2001,CENTRAL,11,394,115,152,98,N.A.,68
17-03-2001,CENTRAL,28,588,123,174,109,N.A.,77
18-03-2001,CENTRAL,28,334,92,180,92,N.A.,66
19-03-2001,CENTRAL,12,372,106,176,73,N.A.,53
20-03-2001,CENTRAL,31,562,111,187,84,N.A.,55
21-03-2001,CENTRAL,65,699,199,211,127,N.A.,85
22-03-2001,CENTRAL,23,499,149,130,98,N.A.,67
23-03-2001,CENTRAL,11,441,97,107,72,N.A.,54
24-03-2001,CENTRAL,18,417,73,86,55,N.A.,41
25-03-2001,CENTRAL,10,247,65,84,37,N.A.,27
26-03-2001,CENTRAL,10,328,96,107,54,N.A.,33
27-03-2001,CENTRAL,15,368,98,120,74,N.A.,54
28-03-2001,CENTRAL,15,328,106,116,70,N.A.,43
29-03-2001,CENTRAL,13,300,111,101,83,N.A.,51
30-03-2001,CENTRAL,13,325,125,101,81,N.A.,50
31-03-2001,CENTRAL,14,314,125,94,81,N.A.,51
1/4/2001,CENTRAL,7,167,84,79,80,N.A.,51
2/4/2001,CENTRAL,14,383,118,100,97,N.A.,56
3/4/2001,CENTRAL,44,481,112,112,89,N.A.,59
4/4/2001,CENTRAL,14,315,102,99,34,N.A.,23
5/4/2001,CENTRAL,8,177,83,93,27,N.A.,19
6/4/2001,CENTRAL,8,271,102,101,40,N.A.,30
7/4/2001,CENTRAL,11,339,107,114,48,N.A.,37
8/4/2001,CENTRAL,10,234,59,99,46,N.A.,35
9/4/2001,CENTRAL,11,351,85,119,44,N.A.,33
10/4/2001,CENTRAL,7,252,99,113,51,N.A.,36
11/4/2001,CENTRAL,23,351,83,143,34,N.A.,20
12/4/2001,CENTRAL,14,415,116,122,74,N.A.,38
13-04-2001,CENTRAL,10,197,95,102,96,N.A.,49
14-04-2001,CENTRAL,19,307,116,123,123,N.A.,71
15-04-2001,CENTRAL,13,223,110,108,126,N.A.,74
16-04-2001,CENTRAL,15,255,112,105,120,N.A.,70
17-04-2001,CENTRAL,35,563,134,N.A.,115,N.A.,70
18-04-2001,CENTRAL,9,331,81,185,63,N.A.,41
19-04-2001,CENTRAL,10,350,90,103,73,N.A.,45
20-04-2001,CENTRAL,7,347,57,98,58,N.A.,41
21-04-2001,CENTRAL,11,367,76,107,57,N.A.,40
22-04-2001,CENTRAL,4,129,61,73,26,N.A.,18
23-04-2001,CENTRAL,6,230,87,92,68,N.A.,46
24-04-2001,CENTRAL,33,481,109,165,111,N.A.,81
25-04-2001,CENTRAL,25,472,72,173,63,N.A.,48
26-04-2001,CENTRAL,9,275,91,111,51,N.A.,32
27-04-2001,CENTRAL,11,239,98,86,93,N.A.,51
28-04-2001,CENTRAL,14,331,99,97,122,N.A.,70
29-04-2001,CENTRAL,10,225,53,83,49,N.A.,37
30-04-2001,CENTRAL,28,312,49,83,53,N.A.,39
1/5/2001,CENTRAL,45,277,70,104,63,N.A.,48
2/5/2001,CENTRAL,40,487,98,184,118,N.A.,83
3/5/2001,CENTRAL,9,238,91,118,51,N.A.,40
4/5/2001,CENTRAL,15,360,110,126,129,N.A.,91
5/5/2001,CENTRAL,20,406,91,121,96,N.A.,65
6/5/2001,CENTRAL,24,239,45,87,46,N.A.,33
7/5/2001,CENTRAL,25,347,49,101,58,N.A.,42
8/5/2001,CENTRAL,39,314,51,101,60,N.A.,44
9/5/2001,CENTRAL,22,446,72,128,60,N.A.,44
10/5/2001,CENTRAL,16,315,74,123,51,N.A.,32
11/5/2001,CENTRAL,18,396,101,135,61,N.A.,37
12/5/2001,CENTRAL,19,337,114,120,74,N.A.,47
13-05-2001,CENTRAL,33,214,98,108,80,N.A.,53
14-05-2001,CENTRAL,32,354,101,125,80,N.A.,55
15-05-2001,CENTRAL,12,309,88,109,61,N.A.,41
16-05-2001,CENTRAL,9,229,69,95,37,N.A.,24
17-05-2001,CENTRAL,10,280,73,110,56,N.A.,41
18-05-2001,CENTRAL,14,415,61,129,45,N.A.,33
19-05-2001,CENTRAL,15,462,81,145,65,N.A.,50
20-05-2001,CENTRAL,46,320,90,147,77,N.A.,62
21-05-2001,CENTRAL,16,379,66,133,50,N.A.,36
22-05-2001,CENTRAL,28,515,93,155,70,N.A.,54
23-05-2001,CENTRAL,25,424,83,139,69,N.A.,48
24-05-2001,CENTRAL,13,351,88,131,65,N.A.,46
25-05-2001,CENTRAL,9,237,73,113,54,N.A.,40
26-05-2001,CENTRAL,10,253,81,115,66,N.A.,48
27-05-2001,CENTRAL,11,191,78,102,74,N.A.,51
28-05-2001,CENTRAL,8,207,73,116,72,N.A.,57
29-05-2001,CENTRAL,9,233,74,124,76,N.A.,60
30-05-2001,CENTRAL,24,455,103,152,83,N.A.,67
31-05-2001,CENTRAL,15,293,76,143,46,N.A.,33
1/6/2001,CENTRAL,12,222,96,123,78,N.A.,51
2/6/2001,CENTRAL,13,259,82,125,71,N.A.,50
3/6/2001,CENTRAL,11,159,40,98,28,N.A.,17
4/6/2001,CENTRAL,21,308,45,118,46,N.A.,31
5/6/2001,CENTRAL,26,375,47,134,48,N.A.,32
6/6/2001,CENTRAL,18,452,56,125,43,N.A.,36
7/6/2001,CENTRAL,14,465,59,113,48,N.A.,38
8/6/2001,CENTRAL,17,414,55,105,47,N.A.,36
9/6/2001,CENTRAL,11,393,50,97,46,N.A.,36
10/6/2001,CENTRAL,7,185,33,64,32,N.A.,23
11/6/2001,CENTRAL,22,441,60,113,58,N.A.,46
12/6/2001,CENTRAL,15,393,56,111,56,N.A.,43
13-06-2001,CENTRAL,12,391,60,106,58,N.A.,40
14-06-2001,CENTRAL,37,398,81,131,63,N.A.,50
15-06-2001,CENTRAL,18,406,67,113,56,N.A.,39
16-06-2001,CENTRAL,13,419,67,119,58,N.A.,38
17-06-2001,CENTRAL,8,185,45,78,35,N.A.,23
18-06-2001,CENTRAL,11,310,47,89,39,N.A.,27
19-06-2001,CENTRAL,48,344,54,95,47,N.A.,33
20-06-2001,CENTRAL,13,390,58,115,59,N.A.,40
21-06-2001,CENTRAL,5,296,47,95,33,N.A.,25
22-06-2001,CENTRAL,8,314,53,97,39,N.A.,25
23-06-2001,CENTRAL,36,409,106,126,82,N.A.,62
24-06-2001,CENTRAL,10,213,53,89,35,N.A.,24
25-06-2001,CENTRAL,4,176,43,88,23,N.A.,15
26-06-2001,CENTRAL,4,392,62,122,47,N.A.,32
27-06-2001,CENTRAL,8,451,65,130,50,N.A.,36
28-06-2001,CENTRAL,6,358,52,115,47,N.A.,30
29-06-2001,CENTRAL,5,223,44,94,36,N.A.,21
30-06-2001,CENTRAL,3,187,35,87,32,N.A.,18
1/7/2001,CENTRAL,2,127,34,81,27,N.A.,15
2/7/2001,CENTRAL,2,128,34,85,31,N.A.,18
3/7/2001,CENTRAL,5,258,51,104,45,N.A.,28
4/7/2001,CENTRAL,72,369,118,154,95,N.A.,66
5/7/2001,CENTRAL,22,429,80,140,93,N.A.,49
6/7/2001,CENTRAL,7,182,41,106,34,N.A.,23
7/7/2001,CENTRAL,2,272,48,113,60,N.A.,33
8/7/2001,CENTRAL,2,163,36,95,39,N.A.,23
9/7/2001,CENTRAL,16,378,59,120,66,N.A.,39
10/7/2001,CENTRAL,19,409,58,123,52,N.A.,35
11/7/2001,CENTRAL,9,357,59,126,51,N.A.,34
12/7/2001,CENTRAL,10,275,50,116,47,N.A.,32
13-07-2001,CENTRAL,21,382,81,127,46,N.A.,29
14-07-2001,CENTRAL,6,396,69,128,66,N.A.,44
15-07-2001,CENTRAL,14,331,55,120,39,N.A.,28
16-07-2001,CENTRAL,18,415,60,126,51,N.A.,34
17-07-2001,CENTRAL,11,406,59,132,50,N.A.,33
18-07-2001,CENTRAL,11,468,65,146,50,N.A.,35
19-07-2001,CENTRAL,8,359,60,135,48,N.A.,29
20-07-2001,CENTRAL,5,339,61,132,45,N.A.,31
21-07-2001,CENTRAL,4,335,51,135,39,N.A.,26
22-07-2001,CENTRAL,3,166,41,105,27,N.A.,17
23-07-2001,CENTRAL,29,448,69,146,66,N.A.,40
24-07-2001,CENTRAL,36,470,95,154,79,N.A.,52
25-07-2001,CENTRAL,2,65,18,93,24,N.A.,10
26-07-2001,CENTRAL,6,357,55,143,49,N.A.,30
27-07-2001,CENTRAL,5,311,46,125,46,N.A.,30
28-07-2001,CENTRAL,46,371,54,126,56,N.A.,36
29-07-2001,CENTRAL,25,328,60,119,54,N.A.,36
30-07-2001,CENTRAL,16,282,47,117,44,N.A.,29
31-07-2001,CENTRAL,26,283,49,130,41,N.A.,28
1/8/2001,CENTRAL,31,443,65,171,51,N.A.,35
2/8/2001,CENTRAL,8,382,61,137,46,N.A.,30
3/8/2001,CENTRAL,6,302,69,90,40,N.A.,27
4/8/2001,CENTRAL,8,351,82,93,51,N.A.,33
5/8/2001,CENTRAL,4,148,33,67,31,N.A.,17
6/8/2001,CENTRAL,25,421,54,106,52,N.A.,31
7/8/2001,CENTRAL,11,354,56,90,46,N.A.,28
8/8/2001,CENTRAL,21,404,58,102,56,N.A.,30
9/8/2001,CENTRAL,9,294,50,95,38,N.A.,23
10/8/2001,CENTRAL,8,295,51,105,39,N.A.,24
11/8/2001,CENTRAL,9,329,53,104,37,N.A.,24
12/8/2001,CENTRAL,25,289,61,99,47,N.A.,30
13-08-2001,CENTRAL,19,437,91,121,66,N.A.,43
14-08-2001,CENTRAL,9,358,90,122,61,N.A.,41
15-08-2001,CENTRAL,16,451,106,133,73,N.A.,50
16-08-2001,CENTRAL,21,581,126,164,79,N.A.,51
17-08-2001,CENTRAL,16,420,82,135,52,N.A.,34
18-08-2001,CENTRAL,14,359,86,115,67,N.A.,39
19-08-2001,CENTRAL,12,220,85,110,64,N.A.,43
20-08-2001,CENTRAL,14,371,113,129,76,N.A.,51
21-08-2001,CENTRAL,12,435,101,136,77,N.A.,47
22-08-2001,CENTRAL,34,462,98,145,87,N.A.,54
23-08-2001,CENTRAL,23,457,105,156,87,N.A.,64
24-08-2001,CENTRAL,13,322,79,137,72,N.A.,55
25-08-2001,CENTRAL,9,300,60,121,49,N.A.,36
26-08-2001,CENTRAL,10,204,64,110,45,N.A.,31
27-08-2001,CENTRAL,13,331,84,141,51,N.A.,37
28-08-2001,CENTRAL,7,252,57,126,37,N.A.,25
29-08-2001,CENTRAL,5,267,58,127,33,N.A.,21
30-08-2001,CENTRAL,6,301,59,133,41,N.A.,27
31-08-2001,CENTRAL,5,362,61,137,74,N.A.,40
1/9/2001,CENTRAL,10,422,65,147,48,N.A.,34
2/9/2001,CENTRAL,5,196,46,110,22,N.A.,15
3/9/2001,CENTRAL,6,263,72,132,33,N.A.,24
4/9/2001,CENTRAL,14,353,72,141,39,N.A.,27
5/9/2001,CENTRAL,12,509,73,172,43,N.A.,33
6/9/2001,CENTRAL,21,568,84,183,65,N.A.,48
7/9/2001,CENTRAL,19,510,91,183,57,N.A.,43
8/9/2001,CENTRAL,9,293,111,155,67,N.A.,47
9/9/2001,CENTRAL,9,188,95,138,62,N.A.,45
10/9/2001,CENTRAL,11,332,112,164,70,N.A.,49
11/9/2001,CENTRAL,10,312,98,155,61,N.A.,44
12/9/2001,CENTRAL,13,374,97,160,59,N.A.,38
13-09-2001,CENTRAL,23,425,101,172,70,N.A.,52
14-09-2001,CENTRAL,51,642,151,220,138,N.A.,102
15-09-2001,CENTRAL,44,527,174,209,134,N.A.,98
16-09-2001,CENTRAL,37,323,129,174,79,N.A.,56
17-09-2001,CENTRAL,78,456,181,217,134,N.A.,104
18-09-2001,CENTRAL,60,386,152,220,135,N.A.,103
19-09-2001,CENTRAL,40,555,181,228,138,N.A.,97
20-09-2001,CENTRAL,30,530,116,216,94,N.A.,65
21-09-2001,CENTRAL,10,299,93,188,54,N.A.,39
22-09-2001,CENTRAL,13,299,102,177,63,N.A.,41
23-09-2001,CENTRAL,20,296,111,177,72,N.A.,50
24-09-2001,CENTRAL,29,473,128,174,95,N.A.,61
25-09-2001,CENTRAL,22,432,122,107,91,N.A.,53
26-09-2001,CENTRAL,25,523,136,120,123,N.A.,78
27-09-2001,CENTRAL,27,463,138,119,105,N.A.,65
28-09-2001,CENTRAL,25,445,142,136,104,N.A.,71
29-09-2001,CENTRAL,31,448,142,132,110,N.A.,72
30-09-2001,CENTRAL,21,290,112,98,78,N.A.,51
1/10/2001,CENTRAL,13,205,91,97,71,N.A.,52
2/10/2001,CENTRAL,9,150,80,91,63,N.A.,44
3/10/2001,CENTRAL,11,317,116,127,86,N.A.,62
4/10/2001,CENTRAL,15,331,115,139,83,N.A.,62
5/10/2001,CENTRAL,15,233,98,138,86,N.A.,68
6/10/2001,CENTRAL,14,261,96,126,80,N.A.,56
7/10/2001,CENTRAL,10,147,71,93,51,N.A.,32
8/10/2001,CENTRAL,21,409,108,144,73,N.A.,51
9/10/2001,CENTRAL,27,447,113,168,79,N.A.,49
10/10/2001,CENTRAL,19,369,106,152,62,N.A.,45
11/10/2001,CENTRAL,13,265,112,136,67,N.A.,49
12/10/2001,CENTRAL,13,271,115,131,85,N.A.,58
13-10-2001,CENTRAL,12,264,104,113,62,N.A.,41
14-10-2001,CENTRAL,10,180,87,92,58,N.A.,37
15-10-2001,CENTRAL,23,378,126,142,89,N.A.,60
16-10-2001,CENTRAL,47,472,161,166,138,N.A.,95
17-10-2001,CENTRAL,27,467,147,177,146,N.A.,110
18-10-2001,CENTRAL,16,288,109,144,92,N.A.,67
19-10-2001,CENTRAL,13,215,97,101,72,N.A.,42
20-10-2001,CENTRAL,14,265,121,84,63,N.A.,38
21-10-2001,CENTRAL,11,183,94,70,52,N.A.,31
22-10-2001,CENTRAL,13,274,103,95,55,N.A.,34
23-10-2001,CENTRAL,13,284,100,103,62,N.A.,42
24-10-2001,CENTRAL,13,251,106,114,78,N.A.,56
25-10-2001,CENTRAL,11,185,85,94,75,N.A.,54
26-10-2001,CENTRAL,13,319,103,118,66,N.A.,48
27-10-2001,CENTRAL,32,495,118,135,77,N.A.,53
28-10-2001,CENTRAL,29,364,111,159,90,N.A.,67
29-10-2001,CENTRAL,18,420,92,160,55,N.A.,40
30-10-2001,CENTRAL,15,318,98,143,63,N.A.,45
31-10-2001,CENTRAL,15,330,109,134,67,N.A.,49
1/11/2001,CENTRAL,15,389,119,139,61,N.A.,41
2/11/2001,CENTRAL,12,288,99,138,60,N.A.,43
3/11/2001,CENTRAL,16,412,106,162,74,N.A.,53
4/11/2001,CENTRAL,11,169,69,108,44,N.A.,26
5/11/2001,CENTRAL,18,348,101,139,62,N.A.,38
6/11/2001,CENTRAL,23,472,96,159,61,N.A.,39
7/11/2001,CENTRAL,18,306,96,144,68,N.A.,49
8/11/2001,CENTRAL,21,405,117,151,81,N.A.,54
9/11/2001,CENTRAL,32,506,123,155,99,N.A.,68
10/11/2001,CENTRAL,28,457,122,144,105,N.A.,74
11/11/2001,CENTRAL,26,326,107,128,100,N.A.,74
12/11/2001,CENTRAL,20,292,106,133,88,N.A.,61
13-11-2001,CENTRAL,24,454,111,153,92,N.A.,65
14-11-2001,CENTRAL,31,446,111,145,126,N.A.,83
15-11-2001,CENTRAL,26,520,108,135,75,N.A.,43
16-11-2001,CENTRAL,31,533,121,154,62,N.A.,40
17-11-2001,CENTRAL,30,497,131,173,79,N.A.,47
18-11-2001,CENTRAL,26,275,120,148,81,N.A.,51
19-11-2001,CENTRAL,30,467,133,177,86,N.A.,55
20-11-2001,CENTRAL,29,475,141,199,86,N.A.,58
21-11-2001,CENTRAL,30,452,144,196,87,N.A.,60
22-11-2001,CENTRAL,28,396,141,205,97,N.A.,N.A.
23-11-2001,CENTRAL,29,444,147,219,107,N.A.,83
24-11-2001,CENTRAL,39,471,151,227,97,N.A.,74
25-11-2001,CENTRAL,28,279,121,174,81,N.A.,63
26-11-2001,CENTRAL,25,283,115,171,100,N.A.,74
27-11-2001,CENTRAL,16,248,101,122,85,N.A.,58
28-11-2001,CENTRAL,12,264,97,133,90,N.A.,62
29-11-2001,CENTRAL,12,345,105,147,94,N.A.,60
30-11-2001,CENTRAL,16,453,98,154,83,N.A.,49
1/12/2001,CENTRAL,14,302,95,154,65,N.A.,49
2/12/2001,CENTRAL,12,178,83,116,65,N.A.,50
3/12/2001,CENTRAL,14,311,100,148,61,N.A.,40
4/12/2001,CENTRAL,19,516,119,172,89,N.A.,52
5/12/2001,CENTRAL,14,276,92,152,57,N.A.,40
6/12/2001,CENTRAL,22,473,102,192,81,N.A.,54
7/12/2001,CENTRAL,22,359,96,188,62,N.A.,43
8/12/2001,CENTRAL,20,284,84,165,59,N.A.,42
9/12/2001,CENTRAL,15,184,63,142,30,N.A.,23
10/12/2001,CENTRAL,20,391,85,186,49,N.A.,34
11/12/2001,CENTRAL,12,N.A.,N.A.,104,39,N.A.,27
12/12/2001,CENTRAL,12,N.A.,N.A.,72,57,N.A.,39
13-12-2001,CENTRAL,35,496,92,149,82,N.A.,51
14-12-2001,CENTRAL,20,469,89,99,71,N.A.,48
15-12-2001,CENTRAL,15,226,86,48,74,N.A.,48
16-12-2001,CENTRAL,12,172,78,N.A.,63,N.A.,41
17-12-2001,CENTRAL,14,390,103,N.A.,79,N.A.,54
18-12-2001,CENTRAL,23,513,89,168,46,N.A.,36
19-12-2001,CENTRAL,27,520,107,152,59,N.A.,38
20-12-2001,CENTRAL,34,456,115,127,72,N.A.,49
21-12-2001,CENTRAL,24,424,100,91,57,N.A.,32
22-12-2001,CENTRAL,28,466,124,70,80,N.A.,51
23-12-2001,CENTRAL,29,383,120,54,66,N.A.,40
24-12-2001,CENTRAL,26,422,134,90,68,N.A.,46
25-12-2001,CENTRAL,26,275,124,67,78,N.A.,52
26-12-2001,CENTRAL,26,221,110,80,98,N.A.,72
27-12-2001,CENTRAL,30,500,140,142,101,N.A.,67
28-12-2001,CENTRAL,37,576,154,129,123,N.A.,77
29-12-2001,CENTRAL,45,581,156,144,124,N.A.,85
30-12-2001,CENTRAL,29,275,132,112,102,N.A.,70
31-12-2001,CENTRAL,30,560,164,168,113,N.A.,70
1/1/2002,CENTRAL,57,524,173,210,147,N.A.,105
2/1/2002,CENTRAL,34,535,137,170,126,N.A.,73
3/1/2002,CENTRAL,31,547,140,182,106,N.A.,63
4/1/2002,CENTRAL,40,654,159,199,117,N.A.,68
5/1/2002,CENTRAL,60,829,180,239,151,N.A.,92
6/1/2002,CENTRAL,21,278,125,148,73,N.A.,48
7/1/2002,CENTRAL,73,1095,202,287,186,N.A.,111
8/1/2002,CENTRAL,28,364,119,196,104,N.A.,62
9/1/2002,CENTRAL,23,256,100,152,91,N.A.,50
10/1/2002,CENTRAL,29,621,131,142,95,N.A.,50
11/1/2002,CENTRAL,77,873,164,159,155,N.A.,92
12/1/2002,CENTRAL,25,431,121,131,77,N.A.,47
13-01-2002,CENTRAL,18,186,87,81,52,N.A.,30
14-01-2002,CENTRAL,17,339,95,129,52,N.A.,35
15-01-2002,CENTRAL,15,299,88,157,59,N.A.,42
16-01-2002,CENTRAL,21,699,104,195,95,N.A.,61
17-01-2002,CENTRAL,37,723,103,200,99,N.A.,60
18-01-2002,CENTRAL,18,301,72,176,66,N.A.,40
19-01-2002,CENTRAL,25,333,68,229,49,N.A.,33
20-01-2002,CENTRAL,29,286,65,198,66,N.A.,43
21-01-2002,CENTRAL,32,499,108,198,81,N.A.,52
22-01-2002,CENTRAL,27,437,109,197,81,N.A.,57
23-01-2002,CENTRAL,17,276,109,127,94,N.A.,58
24-01-2002,CENTRAL,11,228,91,121,87,N.A.,51
25-01-2002,CENTRAL,52,356,85,174,96,N.A.,69
26-01-2002,CENTRAL,33,477,86,187,64,N.A.,45
27-01-2002,CENTRAL,15,328,69,140,32,N.A.,24
28-01-2002,CENTRAL,21,523,85,175,51,N.A.,32
29-01-2002,CENTRAL,17,443,88,178,60,N.A.,42
30-01-2002,CENTRAL,16,362,96,191,66,N.A.,47
31-01-2002,CENTRAL,18,255,114,177,103,N.A.,78
1/2/2002,CENTRAL,27,467,117,201,128,N.A.,90
2/2/2002,CENTRAL,17,395,102,186,57,N.A.,38
3/2/2002,CENTRAL,14,148,75,150,71,N.A.,47
4/2/2002,CENTRAL,15,280,105,182,90,N.A.,59
5/2/2002,CENTRAL,47,601,119,289,121,N.A.,87
6/2/2002,CENTRAL,17,302,91,183,54,N.A.,36
7/2/2002,CENTRAL,28,305,115,136,90,N.A.,67
8/2/2002,CENTRAL,26,514,114,145,95,N.A.,61
9/2/2002,CENTRAL,42,533,128,207,114,N.A.,81
10/2/2002,CENTRAL,19,383,110,162,105,N.A.,74
11/2/2002,CENTRAL,15,273,93,150,107,N.A.,66
12/2/2002,CENTRAL,16,186,91,102,103,N.A.,55
13-02-2002,CENTRAL,14,184,92,106,93,N.A.,51
14-02-2002,CENTRAL,12,147,72,97,57,N.A.,33
15-02-2002,CENTRAL,11,205,80,138,57,N.A.,36
16-02-2002,CENTRAL,11,276,87,149,50,N.A.,34
17-02-2002,CENTRAL,32,451,122,156,75,N.A.,48
18-02-2002,CENTRAL,16,342,104,175,59,N.A.,39
19-02-2002,CENTRAL,12,196,85,156,81,N.A.,54
20-02-2002,CENTRAL,9,202,78,153,60,N.A.,36
21-02-2002,CENTRAL,12,319,95,147,51,N.A.,30
22-02-2002,CENTRAL,18,513,111,140,66,N.A.,37
23-02-2002,CENTRAL,29,591,124,146,78,N.A.,52
24-02-2002,CENTRAL,24,317,88,119,68,N.A.,51
25-02-2002,CENTRAL,11,232,86,146,51,N.A.,34
26-02-2002,CENTRAL,17,407,118,170,68,N.A.,41
27-02-2002,CENTRAL,19,503,120,169,81,N.A.,50
28-02-2002,CENTRAL,11,416,99,147,68,N.A.,43
1/3/2002,CENTRAL,2,236,84,110,45,N.A.,30
2/3/2002,CENTRAL,18,343,102,129,60,N.A.,41
3/3/2002,CENTRAL,19,215,81,105,50,N.A.,35
4/3/2002,CENTRAL,13,223,92,136,52,N.A.,33
5/3/2002,CENTRAL,39,398,102,164,88,N.A.,47
6/3/2002,CENTRAL,26,490,118,177,90,N.A.,48
7/3/2002,CENTRAL,24,336,112,171,85,N.A.,57
8/3/2002,CENTRAL,17,227,101,139,115,N.A.,55
9/3/2002,CENTRAL,15,206,89,135,133,N.A.,57
10/3/2002,CENTRAL,13,119,67,109,90,N.A.,44
11/3/2002,CENTRAL,18,371,117,165,99,N.A.,56
12/3/2002,CENTRAL,15,314,99,177,70,N.A.,45
13-03-2002,CENTRAL,15,336,95,179,82,N.A.,50
14-03-2002,CENTRAL,22,366,73,149,89,N.A.,52
15-03-2002,CENTRAL,22,260,50,71,44,N.A.,30
16-03-2002,CENTRAL,22,420,72,104,68,N.A.,46
17-03-2002,CENTRAL,16,163,62,87,57,N.A.,42
18-03-2002,CENTRAL,21,308,93,130,73,N.A.,49
19-03-2002,CENTRAL,33,507,131,166,166,N.A.,89
20-03-2002,CENTRAL,31,540,126,150,141,N.A.,76
21-03-2002,CENTRAL,24,439,92,125,70,N.A.,47
22-03-2002,CENTRAL,38,518,81,134,84,N.A.,54
23-03-2002,CENTRAL,16,237,73,110,34,N.A.,24
24-03-2002,CENTRAL,17,196,59,115,45,N.A.,33
25-03-2002,CENTRAL,18,341,91,154,46,N.A.,32
26-03-2002,CENTRAL,17,232,85,145,44,N.A.,32
27-03-2002,CENTRAL,21,382,89,155,63,N.A.,48
28-03-2002,CENTRAL,20,336,78,151,59,N.A.,41
29-03-2002,CENTRAL,23,302,53,125,49,N.A.,39
30-03-2002,CENTRAL,60,394,77,226,77,N.A.,66
31-03-2002,CENTRAL,20,133,56,149,49,N.A.,40
1/4/2002,CENTRAL,27,176,97,131,83,N.A.,59
2/4/2002,CENTRAL,87,512,90,172,83,N.A.,63
3/4/2002,CENTRAL,36,313,58,120,48,N.A.,38
4/4/2002,CENTRAL,10,374,69,128,47,N.A.,34
5/4/2002,CENTRAL,6,263,57,82,37,N.A.,28
6/4/2002,CENTRAL,12,322,68,107,52,N.A.,36
7/4/2002,CENTRAL,7,176,45,71,33,N.A.,22
8/4/2002,CENTRAL,44,264,51,106,41,N.A.,31
9/4/2002,CENTRAL,22,387,68,135,61,N.A.,46
10/4/2002,CENTRAL,9,254,80,137,99,N.A.,65
11/4/2002,CENTRAL,17,483,97,159,56,N.A.,34
12/4/2002,CENTRAL,15,446,103,177,59,N.A.,44
13-04-2002,CENTRAL,11,301,112,171,60,N.A.,43
14-04-2002,CENTRAL,10,209,97,113,60,N.A.,42
15-04-2002,CENTRAL,8,317,74,132,58,N.A.,38
16-04-2002,CENTRAL,10,366,71,144,61,N.A.,41
17-04-2002,CENTRAL,30,512,83,150,81,N.A.,59
18-04-2002,CENTRAL,8,207,77,131,70,N.A.,48
19-04-2002,CENTRAL,9,254,90,137,60,N.A.,41
20-04-2002,CENTRAL,16,422,99,173,71,N.A.,47
21-04-2002,CENTRAL,53,351,78,126,51,N.A.,38
22-04-2002,CENTRAL,24,320,68,144,51,N.A.,37
23-04-2002,CENTRAL,13,395,77,161,58,N.A.,40
24-04-2002,CENTRAL,25,419,81,159,64,N.A.,45
25-04-2002,CENTRAL,10,207,76,146,39,N.A.,23
26-04-2002,CENTRAL,12,196,76,134,48,N.A.,31
27-04-2002,CENTRAL,14,218,85,160,49,N.A.,33
28-04-2002,CENTRAL,14,127,64,111,47,N.A.,32
29-04-2002,CENTRAL,15,254,76,156,55,N.A.,37
30-04-2002,CENTRAL,18,342,75,162,62,N.A.,40
1/5/2002,CENTRAL,16,210,61,119,42,N.A.,26
2/5/2002,CENTRAL,12,270,59,126,42,N.A.,25
3/5/2002,CENTRAL,8,272,58,102,43,N.A.,26
4/5/2002,CENTRAL,7,198,63,104,42,N.A.,29
5/5/2002,CENTRAL,6,121,53,64,41,N.A.,29
6/5/2002,CENTRAL,8,297,60,120,47,N.A.,30
7/5/2002,CENTRAL,9,336,66,120,49,N.A.,32
8/5/2002,CENTRAL,8,266,62,109,42,N.A.,28
9/5/2002,CENTRAL,8,298,66,136,52,N.A.,37
10/5/2002,CENTRAL,30,410,76,124,51,N.A.,37
11/5/2002,CENTRAL,48,419,128,150,91,N.A.,76
12/5/2002,CENTRAL,22,172,75,99,49,N.A.,39
13-05-2002,CENTRAL,11,275,74,126,40,N.A.,30
14-05-2002,CENTRAL,12,336,68,122,50,N.A.,37
15-05-2002,CENTRAL,87,475,134,186,91,N.A.,80
16-05-2002,CENTRAL,30,366,103,152,56,N.A.,47
17-05-2002,CENTRAL,11,339,99,159,35,N.A.,27
18-05-2002,CENTRAL,6,315,94,141,32,N.A.,25
19-05-2002,CENTRAL,8,267,69,111,31,N.A.,26
20-05-2002,CENTRAL,6,164,73,113,42,N.A.,36
21-05-2002,CENTRAL,7,246,61,118,49,N.A.,38
22-05-2002,CENTRAL,17,377,88,147,57,N.A.,45
23-05-2002,CENTRAL,27,425,133,221,70,N.A.,55
24-05-2002,CENTRAL,21,278,96,176,49,N.A.,30
25-05-2002,CENTRAL,N.A.,318,126,160,80,N.A.,47
26-05-2002,CENTRAL,N.A.,172,112,112,79,N.A.,46
27-05-2002,CENTRAL,N.A.,217,109,153,89,N.A.,61
28-05-2002,CENTRAL,16,218,86,151,71,N.A.,45
29-05-2002,CENTRAL,13,300,88,132,59,N.A.,38
30-05-2002,CENTRAL,25,355,76,95,48,N.A.,36
31-05-2002,CENTRAL,56,410,94,104,62,N.A.,46
1/6/2002,CENTRAL,20,328,103,116,64,N.A.,48
2/6/2002,CENTRAL,1,144,71,65,39,N.A.,28
3/6/2002,CENTRAL,1,194,77,97,49,N.A.,31
4/6/2002,CENTRAL,1,190,62,103,45,N.A.,32
5/6/2002,CENTRAL,4,194,63,105,38,N.A.,24
6/6/2002,CENTRAL,4,205,65,98,33,N.A.,20
7/6/2002,CENTRAL,4,300,85,104,50,N.A.,34
