DATE,STATION,SO2,NOX,NO2,CO,RSP,O3,FSP
5/11/2004,CENTRAL,16,377,127,104,85,N.A.,52
6/11/2004,CENTRAL,22,314,129,104,95,N.A.,62
7/11/2004,CENTRAL,10,176,87,61,66,N.A.,44
8/11/2004,CENTRAL,11,264,100,95,61,N.A.,42
9/11/2004,CENTRAL,10,250,94,102,79,N.A.,51
10/11/2004,CENTRAL,12,305,87,120,66,N.A.,44
11/11/2004,CENTRAL,11,331,75,115,54,N.A.,34
12/11/2004,CENTRAL,12,308,88,108,61,N.A.,42
13-11-2004,CENTRAL,9,250,87,113,60,N.A.,39
14-11-2004,CENTRAL,12,186,88,95,54,N.A.,36
15-11-2004,CENTRAL,19,517,113,155,77,N.A.,42
16-11-2004,CENTRAL,17,463,95,161,61,N.A.,39
17-11-2004,CENTRAL,23,455,123,156,83,N.A.,55
18-11-2004,CENTRAL,20,516,135,128,81,N.A.,52
19-11-2004,CENTRAL,19,398,134,131,74,N.A.,49
20-11-2004,CENTRAL,20,323,147,129,96,N.A.,62
21-11-2004,CENTRAL,18,227,117,95,93,N.A.,61
22-11-2004,CENTRAL,16,296,121,123,92,N.A.,62
23-11-2004,CENTRAL,16,335,112,136,88,N.A.,60
24-11-2004,CENTRAL,12,274,99,115,60,N.A.,41
25-11-2004,CENTRAL,19,365,113,144,78,N.A.,50
26-11-2004,CENTRAL,22,476,127,175,119,N.A.,72
27-11-2004,CENTRAL,27,433,112,172,94,N.A.,59
28-11-2004,CENTRAL,22,313,118,143,88,N.A.,62
29-11-2004,CENTRAL,21,404,146,167,99,N.A.,68
30-11-2004,CENTRAL,18,283,131,137,88,N.A.,56
1/12/2004,CENTRAL,15,267,108,128,76,N.A.,49
2/12/2004,CENTRAL,15,313,109,140,75,N.A.,52
3/12/2004,CENTRAL,28,556,132,167,105,N.A.,66
4/12/2004,CENTRAL,32,415,125,152,113,N.A.,77
5/12/2004,CENTRAL,24,274,116,141,105,N.A.,73
6/12/2004,CENTRAL,23,305,122,173,103,N.A.,72
7/12/2004,CENTRAL,29,492,153,164,103,N.A.,66
8/12/2004,CENTRAL,32,470,152,175,107,N.A.,73
9/12/2004,CENTRAL,28,390,140,160,102,N.A.,70
10/12/2004,CENTRAL,23,370,145,160,100,N.A.,66
11/12/2004,CENTRAL,17,301,120,142,66,N.A.,42
12/12/2004,CENTRAL,29,510,160,164,112,N.A.,72
13-12-2004,CENTRAL,26,351,135,156,107,N.A.,74
14-12-2004,CENTRAL,16,300,109,149,77,N.A.,51
15-12-2004,CENTRAL,29,543,148,173,103,N.A.,65
16-12-2004,CENTRAL,15,282,116,132,70,N.A.,47
17-12-2004,CENTRAL,17,300,117,156,96,N.A.,69
18-12-2004,CENTRAL,18,384,133,167,99,N.A.,71
19-12-2004,CENTRAL,18,249,111,136,79,N.A.,55
20-12-2004,CENTRAL,20,373,127,171,88,N.A.,65
21-12-2004,CENTRAL,13,234,99,167,88,N.A.,65
22-12-2004,CENTRAL,12,283,100,159,77,N.A.,53
23-12-2004,CENTRAL,23,513,125,179,83,N.A.,58
24-12-2004,CENTRAL,16,256,94,157,72,N.A.,51
25-12-2004,CENTRAL,14,188,81,142,74,N.A.,52
26-12-2004,CENTRAL,10,180,80,125,49,N.A.,34
27-12-2004,CENTRAL,25,356,121,178,91,N.A.,61
28-12-2004,CENTRAL,37,380,88,225,78,N.A.,49
29-12-2004,CENTRAL,29,376,98,183,57,N.A.,38
30-12-2004,CENTRAL,29,373,102,139,76,N.A.,47
31-12-2004,CENTRAL,32,360,97,106,79,N.A.,33
1/1/2005,CENTRAL,24,295,100,62,50,N.A.,24
2/1/2005,CENTRAL,32,317,110,78,66,N.A.,39
3/1/2005,CENTRAL,51,458,138,135,123,N.A.,73
4/1/2005,CENTRAL,97,600,153,210,165,N.A.,114
5/1/2005,CENTRAL,24,345,112,122,82,N.A.,59
6/1/2005,CENTRAL,49,619,164,186,162,N.A.,122
7/1/2005,CENTRAL,23,352,124,121,94,N.A.,70
8/1/2005,CENTRAL,29,363,112,136,105,N.A.,76
9/1/2005,CENTRAL,26,258,96,102,114,N.A.,86
10/1/2005,CENTRAL,30,311,105,138,127,N.A.,100
11/1/2005,CENTRAL,33,401,126,130,109,N.A.,78
12/1/2005,CENTRAL,26,357,104,142,102,N.A.,80
13-01-2005,CENTRAL,26,371,90,139,63,N.A.,44
14-01-2005,CENTRAL,34,410,112,106,80,N.A.,54
15-01-2005,CENTRAL,46,457,135,132,113,N.A.,79
16-01-2005,CENTRAL,42,373,137,122,126,N.A.,96
17-01-2005,CENTRAL,28,293,124,109,94,N.A.,67
18-01-2005,CENTRAL,26,334,120,121,95,N.A.,65
19-01-2005,CENTRAL,25,333,116,137,96,N.A.,70
20-01-2005,CENTRAL,25,249,97,118,110,N.A.,83
21-01-2005,CENTRAL,25,293,110,103,82,N.A.,59
22-01-2005,CENTRAL,39,642,129,157,90,N.A.,64
23-01-2005,CENTRAL,50,605,139,137,102,N.A.,76
24-01-2005,CENTRAL,23,379,130,145,65,N.A.,43
25-01-2005,CENTRAL,30,568,125,186,74,N.A.,52
26-01-2005,CENTRAL,24,477,102,151,73,N.A.,42
27-01-2005,CENTRAL,21,377,94,148,83,N.A.,47
28-01-2005,CENTRAL,28,508,101,154,82,N.A.,46
29-01-2005,CENTRAL,23,391,85,127,72,N.A.,45
30-01-2005,CENTRAL,20,270,72,106,51,N.A.,33
31-01-2005,CENTRAL,26,475,85,174,59,N.A.,35
1/2/2005,CENTRAL,30,389,93,158,89,N.A.,58
2/2/2005,CENTRAL,26,252,88,115,97,N.A.,59
3/2/2005,CENTRAL,23,254,75,111,64,N.A.,41
4/2/2005,CENTRAL,28,428,93,137,86,N.A.,59
5/2/2005,CENTRAL,19,332,92,136,60,N.A.,41
6/2/2005,CENTRAL,16,242,87,89,51,N.A.,33
7/2/2005,CENTRAL,40,673,120,178,56,N.A.,40
8/2/2005,CENTRAL,17,299,86,130,46,N.A.,28
9/2/2005,CENTRAL,14,181,76,85,41,N.A.,25
10/2/2005,CENTRAL,30,256,80,115,63,N.A.,36
11/2/2005,CENTRAL,18,198,67,115,50,N.A.,29
12/2/2005,CENTRAL,19,317,97,130,54,N.A.,31
13-02-2005,CENTRAL,16,168,72,82,41,N.A.,24
14-02-2005,CENTRAL,15,228,81,112,42,N.A.,24
15-02-2005,CENTRAL,22,404,99,174,80,N.A.,51
16-02-2005,CENTRAL,16,442,82,158,53,N.A.,37
17-02-2005,CENTRAL,N.A.,N.A.,N.A.,N.A.,99,N.A.,72
18-02-2005,CENTRAL,N.A.,N.A.,N.A.,N.A.,45,N.A.,25
19-02-2005,CENTRAL,22,379,99,205,66,N.A.,39
20-02-2005,CENTRAL,25,345,90,193,87,N.A.,60
21-02-2005,CENTRAL,30,397,88,221,92,N.A.,67
22-02-2005,CENTRAL,27,432,95,236,76,N.A.,55
23-02-2005,CENTRAL,28,479,101,247,98,N.A.,73
24-02-2005,CENTRAL,52,848,130,314,109,N.A.,88
25-02-2005,CENTRAL,29,514,104,249,63,N.A.,49
26-02-2005,CENTRAL,15,203,85,193,43,N.A.,26
27-02-2005,CENTRAL,17,230,77,179,43,N.A.,28
28-02-2005,CENTRAL,30,499,89,247,40,N.A.,28
1/3/2005,CENTRAL,22,258,78,209,45,N.A.,30
2/3/2005,CENTRAL,26,418,87,240,53,N.A.,41
3/3/2005,CENTRAL,25,431,100,182,65,N.A.,49
4/3/2005,CENTRAL,39,473,124,116,108,N.A.,79
5/3/2005,CENTRAL,45,506,150,110,111,N.A.,65
6/3/2005,CENTRAL,26,255,110,65,85,N.A.,44
7/3/2005,CENTRAL,27,461,135,122,73,N.A.,43
8/3/2005,CENTRAL,29,483,149,141,84,N.A.,54
9/3/2005,CENTRAL,29,455,126,157,83,N.A.,58
10/3/2005,CENTRAL,34,540,121,153,94,N.A.,64
11/3/2005,CENTRAL,25,423,78,138,72,N.A.,54
12/3/2005,CENTRAL,20,319,82,107,33,N.A.,23
13-03-2005,CENTRAL,29,392,91,96,44,N.A.,27
14-03-2005,CENTRAL,27,299,85,107,60,N.A.,39
15-03-2005,CENTRAL,19,284,90,116,70,N.A.,51
16-03-2005,CENTRAL,21,312,105,134,89,N.A.,57
17-03-2005,CENTRAL,46,843,137,206,103,N.A.,68
18-03-2005,CENTRAL,32,336,113,124,97,N.A.,62
19-03-2005,CENTRAL,28,223,105,78,108,N.A.,57
20-03-2005,CENTRAL,30,282,124,61,76,N.A.,45
21-03-2005,CENTRAL,23,285,112,89,71,N.A.,45
22-03-2005,CENTRAL,32,596,120,173,131,N.A.,92
23-03-2005,CENTRAL,49,554,129,168,84,N.A.,59
24-03-2005,CENTRAL,31,359,107,115,65,N.A.,44
25-03-2005,CENTRAL,30,177,95,71,107,N.A.,69
26-03-2005,CENTRAL,23,154,84,59,84,N.A.,51
27-03-2005,CENTRAL,27,256,107,77,129,N.A.,75
28-03-2005,CENTRAL,34,390,106,98,82,N.A.,63
29-03-2005,CENTRAL,45,613,96,156,83,N.A.,60
30-03-2005,CENTRAL,19,218,90,98,46,N.A.,35
31-03-2005,CENTRAL,18,261,88,98,38,N.A.,26
1/4/2005,CENTRAL,16,321,96,120,48,N.A.,35
2/4/2005,CENTRAL,67,638,143,210,97,N.A.,71
3/4/2005,CENTRAL,25,267,107,99,61,N.A.,45
4/4/2005,CENTRAL,45,296,153,132,148,N.A.,106
5/4/2005,CENTRAL,24,207,117,80,107,N.A.,71
6/4/2005,CENTRAL,39,609,134,156,109,N.A.,69
7/4/2005,CENTRAL,32,521,118,156,92,N.A.,66
8/4/2005,CENTRAL,18,410,80,135,71,N.A.,53
9/4/2005,CENTRAL,16,382,76,135,63,N.A.,48
10/4/2005,CENTRAL,15,225,66,95,59,N.A.,45
11/4/2005,CENTRAL,16,344,70,130,57,N.A.,42
12/4/2005,CENTRAL,37,390,89,150,86,N.A.,54
13-04-2005,CENTRAL,20,447,108,144,48,N.A.,40
14-04-2005,CENTRAL,23,401,131,137,74,N.A.,52
15-04-2005,CENTRAL,25,348,140,135,114,N.A.,81
16-04-2005,CENTRAL,19,261,122,126,120,N.A.,82
17-04-2005,CENTRAL,20,218,106,99,82,N.A.,60
18-04-2005,CENTRAL,31,513,135,150,89,N.A.,65
19-04-2005,CENTRAL,32,540,136,163,97,N.A.,69
20-04-2005,CENTRAL,60,591,162,196,120,N.A.,N.A.
21-04-2005,CENTRAL,30,496,132,185,105,N.A.,80
22-04-2005,CENTRAL,31,494,99,158,86,N.A.,59
23-04-2005,CENTRAL,40,460,78,157,73,N.A.,48
24-04-2005,CENTRAL,34,360,74,113,73,N.A.,47
25-04-2005,CENTRAL,22,455,86,166,71,N.A.,47
26-04-2005,CENTRAL,18,292,95,146,45,N.A.,29
27-04-2005,CENTRAL,14,302,106,137,63,N.A.,46
28-04-2005,CENTRAL,21,410,92,141,68,N.A.,48
29-04-2005,CENTRAL,7,309,60,125,50,N.A.,34
30-04-2005,CENTRAL,6,226,48,111,45,N.A.,29
1/5/2005,CENTRAL,7,121,39,87,35,N.A.,23
2/5/2005,CENTRAL,24,141,44,90,41,N.A.,30
3/5/2005,CENTRAL,7,295,60,133,51,N.A.,39
4/5/2005,CENTRAL,8,373,70,127,54,N.A.,41
5/5/2005,CENTRAL,5,186,47,87,43,N.A.,28
6/5/2005,CENTRAL,56,421,147,134,72,N.A.,58
7/5/2005,CENTRAL,13,377,124,159,74,N.A.,50
8/5/2005,CENTRAL,19,275,104,110,70,N.A.,45
9/5/2005,CENTRAL,27,481,93,139,44,N.A.,35
10/5/2005,CENTRAL,20,464,98,148,45,N.A.,34
11/5/2005,CENTRAL,10,289,98,128,68,N.A.,48
12/5/2005,CENTRAL,13,339,73,137,62,N.A.,43
13-05-2005,CENTRAL,27,247,53,102,43,N.A.,27
14-05-2005,CENTRAL,37,240,55,105,44,N.A.,29
15-05-2005,CENTRAL,11,199,48,82,40,N.A.,26
16-05-2005,CENTRAL,9,188,42,78,29,N.A.,21
17-05-2005,CENTRAL,11,202,39,96,30,N.A.,19
18-05-2005,CENTRAL,14,231,48,87,39,N.A.,28
19-05-2005,CENTRAL,11,377,72,126,52,N.A.,37
20-05-2005,CENTRAL,7,294,93,118,73,N.A.,55
21-05-2005,CENTRAL,8,334,74,117,53,N.A.,35
22-05-2005,CENTRAL,42,212,48,66,36,N.A.,25
23-05-2005,CENTRAL,22,392,62,109,42,N.A.,30
24-05-2005,CENTRAL,36,535,85,144,52,N.A.,39
25-05-2005,CENTRAL,17,383,103,120,56,N.A.,37
26-05-2005,CENTRAL,3,261,78,114,42,N.A.,28
27-05-2005,CENTRAL,8,486,95,122,43,N.A.,31
28-05-2005,CENTRAL,21,451,105,124,49,N.A.,34
29-05-2005,CENTRAL,2,187,74,62,39,N.A.,23
30-05-2005,CENTRAL,4,255,87,85,44,N.A.,27
31-05-2005,CENTRAL,9,356,90,133,47,N.A.,32
1/6/2005,CENTRAL,23,298,78,101,47,N.A.,35
2/6/2005,CENTRAL,8,366,74,94,51,N.A.,34
3/6/2005,CENTRAL,25,343,75,88,51,N.A.,34
4/6/2005,CENTRAL,20,434,91,110,49,N.A.,35
5/6/2005,CENTRAL,7,211,107,57,57,N.A.,40
6/6/2005,CENTRAL,7,256,105,81,73,N.A.,49
7/6/2005,CENTRAL,5,244,98,79,50,N.A.,32
8/6/2005,CENTRAL,7,261,90,89,66,N.A.,43
9/6/2005,CENTRAL,7,241,77,78,56,N.A.,40
10/6/2005,CENTRAL,61,381,112,101,71,N.A.,54
11/6/2005,CENTRAL,13,249,64,68,39,N.A.,27
12/6/2005,CENTRAL,14,247,68,68,37,N.A.,25
13-06-2005,CENTRAL,24,425,83,117,48,N.A.,35
14-06-2005,CENTRAL,10,322,73,100,45,N.A.,34
15-06-2005,CENTRAL,14,410,83,112,49,N.A.,37
16-06-2005,CENTRAL,25,550,89,147,48,N.A.,36
17-06-2005,CENTRAL,12,388,74,109,42,N.A.,33
18-06-2005,CENTRAL,15,275,51,86,40,N.A.,27
19-06-2005,CENTRAL,11,233,50,70,38,N.A.,24
20-06-2005,CENTRAL,18,296,56,88,54,N.A.,35
21-06-2005,CENTRAL,23,409,71,115,53,N.A.,38
22-06-2005,CENTRAL,47,506,79,124,52,N.A.,37
23-06-2005,CENTRAL,22,568,88,142,49,N.A.,38
24-06-2005,CENTRAL,21,513,86,121,48,N.A.,38
25-06-2005,CENTRAL,34,339,64,93,43,N.A.,29
26-06-2005,CENTRAL,11,285,65,80,40,N.A.,27
27-06-2005,CENTRAL,11,369,72,107,47,N.A.,33
28-06-2005,CENTRAL,10,267,60,92,36,N.A.,24
29-06-2005,CENTRAL,12,361,68,109,35,N.A.,25
30-06-2005,CENTRAL,11,404,70,110,32,N.A.,23
1/7/2005,CENTRAL,14,258,57,80,32,N.A.,23
2/7/2005,CENTRAL,11,300,54,105,34,N.A.,24
3/7/2005,CENTRAL,13,234,51,69,45,N.A.,33
4/7/2005,CENTRAL,13,337,55,110,41,N.A.,29
5/7/2005,CENTRAL,44,357,54,108,37,N.A.,25
6/7/2005,CENTRAL,39,510,92,131,57,N.A.,40
7/7/2005,CENTRAL,34,485,107,134,73,N.A.,58
8/7/2005,CENTRAL,14,373,64,107,45,N.A.,30
9/7/2005,CENTRAL,32,418,71,123,45,N.A.,32
10/7/2005,CENTRAL,9,235,48,80,37,N.A.,25
11/7/2005,CENTRAL,11,230,48,90,33,N.A.,23
12/7/2005,CENTRAL,13,329,56,99,41,N.A.,31
13-07-2005,CENTRAL,52,273,50,84,36,N.A.,26
14-07-2005,CENTRAL,33,321,54,88,40,N.A.,28
15-07-2005,CENTRAL,25,373,59,95,43,N.A.,31
16-07-2005,CENTRAL,22,370,67,102,44,N.A.,31
17-07-2005,CENTRAL,21,271,74,81,44,N.A.,32
18-07-2005,CENTRAL,37,366,117,122,83,N.A.,66
19-07-2005,CENTRAL,65,228,106,119,108,N.A.,81
20-07-2005,CENTRAL,28,284,92,113,88,N.A.,62
21-07-2005,CENTRAL,62,532,123,134,88,N.A.,64
22-07-2005,CENTRAL,45,542,104,92,57,N.A.,40
23-07-2005,CENTRAL,29,495,102,92,62,N.A.,39
24-07-2005,CENTRAL,21,310,82,45,52,N.A.,36
25-07-2005,CENTRAL,70,631,97,106,72,N.A.,53
26-07-2005,CENTRAL,44,572,87,103,63,N.A.,54
27-07-2005,CENTRAL,15,372,84,78,50,N.A.,38
28-07-2005,CENTRAL,10,263,62,62,44,N.A.,28
29-07-2005,CENTRAL,7,243,57,42,34,N.A.,20
30-07-2005,CENTRAL,8,314,64,59,40,N.A.,27
31-07-2005,CENTRAL,7,188,50,19,36,N.A.,21
1/8/2005,CENTRAL,10,338,59,69,44,N.A.,29
2/8/2005,CENTRAL,84,488,66,76,57,N.A.,37
3/8/2005,CENTRAL,28,386,72,67,50,N.A.,33
4/8/2005,CENTRAL,29,350,76,60,52,N.A.,35
5/8/2005,CENTRAL,34,341,102,71,69,N.A.,50
6/8/2005,CENTRAL,35,383,113,78,83,N.A.,63
7/8/2005,CENTRAL,12,175,54,20,34,N.A.,21
8/8/2005,CENTRAL,15,306,66,52,39,N.A.,26
9/8/2005,CENTRAL,12,269,63,37,31,N.A.,21
10/8/2005,CENTRAL,10,249,61,37,33,N.A.,21
11/8/2005,CENTRAL,12,271,55,46,52,N.A.,32
12/8/2005,CENTRAL,90,414,127,91,119,N.A.,84
13-08-2005,CENTRAL,33,431,88,92,55,N.A.,38
14-08-2005,CENTRAL,14,228,60,28,41,N.A.,24
15-08-2005,CENTRAL,25,403,67,76,47,N.A.,29
16-08-2005,CENTRAL,18,373,71,65,36,N.A.,24
17-08-2005,CENTRAL,15,368,68,79,33,N.A.,23
18-08-2005,CENTRAL,18,360,61,64,32,N.A.,21
19-08-2005,CENTRAL,22,389,69,62,32,N.A.,23
20-08-2005,CENTRAL,11,323,64,50,29,N.A.,23
21-08-2005,CENTRAL,N.A.,N.A.,N.A.,N.A.,44,N.A.,27
22-08-2005,CENTRAL,N.A.,N.A.,N.A.,N.A.,54,N.A.,33
23-08-2005,CENTRAL,93,293,61,46,53,N.A.,34
24-08-2005,CENTRAL,36,512,93,96,70,N.A.,48
25-08-2005,CENTRAL,65,575,141,142,108,N.A.,79
26-08-2005,CENTRAL,13,327,101,69,72,N.A.,52
27-08-2005,CENTRAL,10,248,78,40,54,N.A.,38
28-08-2005,CENTRAL,7,169,60,8,54,N.A.,38
29-08-2005,CENTRAL,9,286,51,43,39,N.A.,25
30-08-2005,CENTRAL,18,451,75,74,54,N.A.,33
31-08-2005,CENTRAL,75,457,142,80,107,N.A.,74
1/9/2005,CENTRAL,79,423,131,105,118,N.A.,83
2/9/2005,CENTRAL,92,434,133,111,126,N.A.,90
3/9/2005,CENTRAL,21,384,92,72,68,N.A.,47
4/9/2005,CENTRAL,5,202,59,12,36,N.A.,25
5/9/2005,CENTRAL,17,380,87,64,70,N.A.,53
6/9/2005,CENTRAL,70,676,154,151,123,N.A.,92
7/9/2005,CENTRAL,30,567,120,136,109,N.A.,76
8/9/2005,CENTRAL,9,296,114,72,79,N.A.,58
9/9/2005,CENTRAL,15,352,134,86,112,N.A.,83
10/9/2005,CENTRAL,25,406,150,113,118,N.A.,87
11/9/2005,CENTRAL,72,402,186,115,153,N.A.,122
12/9/2005,CENTRAL,36,390,154,105,137,N.A.,111
13-09-2005,CENTRAL,6,271,55,47,34,N.A.,22
14-09-2005,CENTRAL,11,299,77,52,46,N.A.,35
15-09-2005,CENTRAL,8,295,80,51,56,N.A.,35
16-09-2005,CENTRAL,7,246,74,42,53,N.A.,31
17-09-2005,CENTRAL,4,204,59,49,42,N.A.,25
18-09-2005,CENTRAL,1,149,38,37,37,N.A.,19
19-09-2005,CENTRAL,4,154,42,33,32,N.A.,17
20-09-2005,CENTRAL,51,468,136,114,90,N.A.,65
21-09-2005,CENTRAL,56,489,156,118,107,N.A.,77
22-09-2005,CENTRAL,87,529,165,149,132,N.A.,87
23-09-2005,CENTRAL,13,410,110,109,78,N.A.,47
24-09-2005,CENTRAL,8,216,68,58,37,N.A.,21
25-09-2005,CENTRAL,3,133,49,45,37,N.A.,22
26-09-2005,CENTRAL,6,259,57,78,36,N.A.,21
27-09-2005,CENTRAL,5,256,71,76,46,N.A.,24
28-09-2005,CENTRAL,7,320,108,92,66,N.A.,34
29-09-2005,CENTRAL,11,374,109,97,68,N.A.,38
30-09-2005,CENTRAL,14,366,107,101,73,N.A.,43
1/10/2005,CENTRAL,48,310,138,107,111,N.A.,77
2/10/2005,CENTRAL,57,411,142,150,110,N.A.,85
3/10/2005,CENTRAL,49,413,135,160,121,N.A.,85
4/10/2005,CENTRAL,19,419,134,149,46,N.A.,27
5/10/2005,CENTRAL,23,449,116,136,65,N.A.,42
6/10/2005,CENTRAL,14,329,86,98,51,N.A.,31
7/10/2005,CENTRAL,15,365,96,102,61,N.A.,38
8/10/2005,CENTRAL,17,435,115,127,86,N.A.,57
9/10/2005,CENTRAL,18,260,101,118,93,N.A.,64
10/10/2005,CENTRAL,22,320,115,125,85,N.A.,59
11/10/2005,CENTRAL,8,171,78,64,46,N.A.,26
12/10/2005,CENTRAL,14,331,112,113,62,N.A.,28
13-10-2005,CENTRAL,17,374,116,121,66,N.A.,35
14-10-2005,CENTRAL,20,410,134,129,80,N.A.,50
15-10-2005,CENTRAL,22,377,147,140,125,N.A.,92
16-10-2005,CENTRAL,18,228,116,136,163,N.A.,131
17-10-2005,CENTRAL,20,318,141,152,137,N.A.,101
18-10-2005,CENTRAL,19,280,141,N.A.,118,N.A.,78
19-10-2005,CENTRAL,10,283,117,N.A.,92,N.A.,48
20-10-2005,CENTRAL,13,290,108,N.A.,84,N.A.,44
21-10-2005,CENTRAL,17,369,137,76,82,N.A.,44
22-10-2005,CENTRAL,22,370,144,96,117,N.A.,77
23-10-2005,CENTRAL,14,341,122,85,85,N.A.,56
24-10-2005,CENTRAL,16,430,130,101,75,N.A.,50
25-10-2005,CENTRAL,14,377,135,96,69,N.A.,45
26-10-2005,CENTRAL,16,348,132,75,73,N.A.,47
27-10-2005,CENTRAL,12,298,116,67,59,N.A.,37
28-10-2005,CENTRAL,13,318,110,76,58,N.A.,34
29-10-2005,CENTRAL,18,488,132,113,105,N.A.,69
30-10-2005,CENTRAL,15,330,106,107,69,N.A.,44
31-10-2005,CENTRAL,19,327,110,94,71,N.A.,43
1/11/2005,CENTRAL,29,345,127,86,98,N.A.,59
2/11/2005,CENTRAL,14,279,106,67,61,N.A.,34
3/11/2005,CENTRAL,15,302,107,58,58,N.A.,33
4/11/2005,CENTRAL,13,302,103,56,55,N.A.,31
5/11/2005,CENTRAL,20,383,105,79,69,N.A.,41
6/11/2005,CENTRAL,51,302,88,45,54,N.A.,34
7/11/2005,CENTRAL,45,498,107,94,79,N.A.,50
8/11/2005,CENTRAL,14,324,90,82,82,N.A.,54
9/11/2005,CENTRAL,17,421,113,90,95,N.A.,66
10/11/2005,CENTRAL,24,434,96,90,84,N.A.,57
11/11/2005,CENTRAL,16,385,79,85,70,N.A.,42
12/11/2005,CENTRAL,10,331,97,84,81,N.A.,55
13-11-2005,CENTRAL,9,162,76,50,65,N.A.,42
14-11-2005,CENTRAL,9,250,77,66,51,N.A.,32
15-11-2005,CENTRAL,20,405,80,87,56,N.A.,34
16-11-2005,CENTRAL,13,331,87,95,53,N.A.,29
17-11-2005,CENTRAL,16,415,100,103,64,N.A.,35
18-11-2005,CENTRAL,20,472,113,103,73,N.A.,41
19-11-2005,CENTRAL,22,503,117,101,79,N.A.,43
20-11-2005,CENTRAL,15,408,108,83,73,N.A.,42
21-11-2005,CENTRAL,17,521,121,98,75,N.A.,43
22-11-2005,CENTRAL,23,470,131,113,89,N.A.,54
23-11-2005,CENTRAL,34,526,165,131,128,N.A.,81
24-11-2005,CENTRAL,29,504,153,137,124,N.A.,86
25-11-2005,CENTRAL,25,428,149,122,125,N.A.,85
26-11-2005,CENTRAL,29,455,166,127,145,N.A.,99
27-11-2005,CENTRAL,21,209,118,90,123,N.A.,87
28-11-2005,CENTRAL,30,569,135,122,103,N.A.,65
29-11-2005,CENTRAL,28,466,144,130,116,N.A.,75
30-11-2005,CENTRAL,21,266,111,112,165,N.A.,93
1/12/2005,CENTRAL,20,291,125,95,123,N.A.,72
2/12/2005,CENTRAL,19,375,140,104,109,N.A.,72
3/12/2005,CENTRAL,16,308,110,90,94,N.A.,64
4/12/2005,CENTRAL,23,373,112,110,92,N.A.,44
5/12/2005,CENTRAL,27,483,118,109,110,N.A.,57
6/12/2005,CENTRAL,27,465,102,97,86,N.A.,39
7/12/2005,CENTRAL,33,518,119,109,85,N.A.,44
8/12/2005,CENTRAL,27,399,131,108,85,N.A.,51
9/12/2005,CENTRAL,23,332,122,97,82,N.A.,54
10/12/2005,CENTRAL,28,405,125,106,95,N.A.,60
11/12/2005,CENTRAL,25,431,129,113,92,N.A.,53
12/12/2005,CENTRAL,26,489,113,139,88,N.A.,55
13-12-2005,CENTRAL,30,411,111,131,90,N.A.,58
14-12-2005,CENTRAL,32,435,117,108,102,N.A.,62
15-12-2005,CENTRAL,33,514,135,102,95,N.A.,52
16-12-2005,CENTRAL,37,477,146,112,97,N.A.,57
17-12-2005,CENTRAL,29,360,128,84,97,N.A.,50
18-12-2005,CENTRAL,30,240,108,67,88,N.A.,53
19-12-2005,CENTRAL,32,391,126,88,83,N.A.,49
20-12-2005,CENTRAL,41,442,143,97,90,N.A.,52
21-12-2005,CENTRAL,41,407,135,93,131,N.A.,57
22-12-2005,CENTRAL,33,474,123,90,83,N.A.,35
23-12-2005,CENTRAL,28,497,133,110,82,N.A.,44
24-12-2005,CENTRAL,16,379,130,89,68,N.A.,40
25-12-2005,CENTRAL,43,431,135,75,89,N.A.,52
26-12-2005,CENTRAL,35,301,127,84,109,N.A.,69
27-12-2005,CENTRAL,26,152,83,59,99,N.A.,64
28-12-2005,CENTRAL,24,402,107,114,89,N.A.,62
29-12-2005,CENTRAL,29,408,107,154,62,N.A.,45
30-12-2005,CENTRAL,16,322,84,117,44,N.A.,34
31-12-2005,CENTRAL,42,613,139,154,98,N.A.,66
1/1/2006,CENTRAL,20,246,94,66,62,N.A.,40
2/1/2006,CENTRAL,18,176,87,61,62,N.A.,43
3/1/2006,CENTRAL,13,219,89,105,83,N.A.,55
4/1/2006,CENTRAL,15,312,99,126,93,N.A.,60
5/1/2006,CENTRAL,27,528,95,147,79,N.A.,42
6/1/2006,CENTRAL,27,408,80,101,61,N.A.,30
7/1/2006,CENTRAL,44,342,99,117,87,N.A.,57
8/1/2006,CENTRAL,42,288,95,96,106,N.A.,69
9/1/2006,CENTRAL,41,409,119,139,108,N.A.,73
10/1/2006,CENTRAL,20,302,102,101,76,N.A.,40
11/1/2006,CENTRAL,24,285,118,104,83,N.A.,50
12/1/2006,CENTRAL,21,380,108,108,59,N.A.,35
13-01-2006,CENTRAL,64,957,163,165,107,N.A.,67
14-01-2006,CENTRAL,21,377,121,104,79,N.A.,56
15-01-2006,CENTRAL,22,196,109,67,85,N.A.,64
16-01-2006,CENTRAL,26,393,124,121,115,N.A.,78
17-01-2006,CENTRAL,13,240,90,96,69,N.A.,38
18-01-2006,CENTRAL,10,232,81,91,50,N.A.,25
19-01-2006,CENTRAL,11,251,79,81,54,N.A.,29
20-01-2006,CENTRAL,28,450,80,122,56,N.A.,33
21-01-2006,CENTRAL,25,419,80,131,50,N.A.,27
22-01-2006,CENTRAL,27,391,77,121,73,N.A.,41
23-01-2006,CENTRAL,24,413,88,122,63,N.A.,37
24-01-2006,CENTRAL,31,410,98,127,81,N.A.,49
25-01-2006,CENTRAL,36,469,121,138,105,N.A.,66
26-01-2006,CENTRAL,27,421,115,110,94,N.A.,63
